hca_db_vid,hca_db_title,sv_volume,sv_xml_id,sv_xml_id_source,sv_incipit,sv_source_file,match_method,status
2477,"Stambogsblade X C. Castenskjold (Der synges i by, på mark og i skov)",SV8,der-synges-i-by-paa-mark-og-i-skov,derived,"Der synges i By, paa Mark og i Skov,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2478,Stambogsblade XI Til Jonas Collin (Vi er som to strømme af modsat løb),SV8,vi-er-som-to-stroemme-af-modsat-loeb,derived,"Vi er som to Strømme af modsat Løb,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2479,"Stambogsblade XII Fru Grove, født Fenger (Bag Sorø sø ved skoven)",SV8,bag-soroe-soe-ved-skoven,derived,Bag Sorø Sø ved Skoven,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2480,"Stambogsblade XIII I en ung norsk komponists album, da han rejste til Rom (Flyv ungdomssund til den evige stad)",SV8,flyv-ungdomssund-til-den-evige-stad,derived,"Flyv ungdomssund til den evige Stad,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2481,Stambogsblade XIV Agnes Dunlop og Michael Rosing  (En fader kom med sin lille søn i Reitzels butik),SV8,en-fader-kom-med-sin-lille-soen-i-reitzels-boutik,derived,En Fader kom med sin lille Søn i Reitzels Boutik;,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2482,"Stambogsblade XV G. C. Delbanco (Erindrer du, ja det er noget siden,)",SV8,erindrer-du-ja-det-er-noget-siden,derived,"Erindrer Du, ja, det er noget siden,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2483,"Stambogsblade XVI C. Neergård (På livets tangenter, de sorte og hvide)",SV8,paa-livets-tangenter-de-sorte-og-hvide,derived,"Paa Livets Tangenter, de sorte og hvide,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2484,"Til Christian den Ottende (Din nåde mod mig, konge, blev det fyr)",SV8,din-naade-mod-mig-konge-blev-det-fyr,derived,"Din Naade mod mig, Konge, blev det Fyr,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2485,"Til H. C. Ørsted  (Du tråden fandt, en bro for tankens lyn)",SV8,du-traaden-fandt-en-bro-for-tankens-lyn,derived,"Du Traaden fandt, en Bro for Tankens Lyn",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2486,"Til A. Oehlenschläger (En sommerluftning, frisk som den fra havet)",SV8,en-sommerluftning-frisk-som-den-fra-havet,derived,"En Sommerluftning, frisk som den fra Havet,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2487,Til kaptajnløjtnant Chr. Wulff  (Du fører Danmarks løve),SV8,du-foerer-danmarks-loeve,derived,Du fører Danmarks Løve,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2488,"Til A. Bournonville I  (Du giver os en digtning uden ord,)",SV8,du-giver-os-en-digtning-uden-ord,derived,"Du giver os en Digtning uden Ord,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2489,Til fru Julie Sødring  (Du kommer som digtningens gode ånd),SV8,du-kommer-som-digtningens-gode-aand,derived,Du kommer som Digtningens gode Aand,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2490,Til Bjørnstjerne Bjørnson (Norlandets digter! Dig Saga indvied),SV8,norlandets-digter-dig-saga-indvied,derived,"Norlandets Digter! Dig Saga indvied,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2491,"Prologer   I  (Den dag, vi fødtes, bliver os en fest)",SV8,den-dag-vi-foedtes-bliver-os-en-fest,derived,"Den Dag, vi fødtes, bliver os en Fest,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2492,"Prologer II  (I riddertiden, som De alle vide)",SV8,i-riddertiden-som-de-alle-vide,derived,"I Riddertiden, som De Alle vide,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2493,Epiloger II  (Når man så godt som hver en aften må),SV8,naar-man-saa-godt-som-hver-en-aften-maa,derived,Naar man saa godt som hver en Aften maa,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2496,Til kronprins Frederik og kronprinsesse Lovisa (Ved hvert et sting blev en rune lagt),SV8,ved-hvert-et-sting-blev-en-rune-lagt,derived,"Ved hvert et Sting blev en Rune lagt,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2497,Ved rektor Meislings indsættelse i Helsingør (Frøet liv Alherren giver),SV8,froeet-liv-alherren-giver,derived,"Frøet Liv Alherren giver,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2499,Sang til den kære oldemor A. C. D. Drewsen (Og nu en sang for oldemor),SV8,og-nu-en-sang-for-oldemoer,derived,"Og nu en Sang for Oldemoer,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2501,En moders skål (Om også ude stormens slag),SV8,om-ogsaa-ude-stormens-slag,derived,Om ogsaa ude Stormens Slag,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2502,"Den 2. februar 1864  (Tillad, at jeg tager ordet)",SV8,tillad-at-jeg-tager-ordet,derived,"Tillad, at jeg tager Ordet,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2503,Den 22. april 1847 (Bryllupssange  II) (Det er en hellig dag blandt livets dage),SV8,det-er-en-hellig-dag-blandt-livets-dage,derived,"Det er en hellig Dag blandt Livets Dage,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2504,"Johanne Drewsen og C. von Krieger (Bryllupssange  IV) (Ved sundet, hvor alverdens skibe møde)",SV8,ved-sundet-hvor-alverdens-skibe-moede,derived,"Ved Sundet, hvor Alverdens Skibe møde",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2505,"Louise Ipsen og C. St.A. Bille. (Bryllupssange  VII) (Vort liv har mangen højtidsdag,)",SV8,vort-liv-har-mangen-hoeitidsdag,derived,"Vort Liv har mangen Høitidsdag,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
