hca_db_vid,hca_db_title,sv_volume,sv_xml_id,sv_xml_id_source,sv_incipit,sv_source_file,match_method,status
2310,"""Den korteste nat""  (Kløverblomst! så sød er duften)",SV8,kloeverblomst-saa-soed-er-duften,derived,"Kløverblomst! saa sød er Duften,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2311,Mit barndoms hjem (Nær Odense Munkemølle),SV8,naer-odense-munkemoelle,derived,"Nær Odense-Munkemølle,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2312,Tunge timer  (Vor tid skriver nu på sin visdomsbog),SV8,vor-tid-skriver-nu-paa-sin-viisdoms-bog,derived,"Vor Tid skriver nu paa sin Viisdoms Bog,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2314,"En splinterny dansevise  (Spil lystigt på violen,  )",SV7,spil-lystigt-paa-violen,tei,Spil lystigt paa Violen,Andersen 7 - Digte I_w_notes_Rebecca.xml,exact,candidate
2315,Jagtherrens skål (Diana selv med falk på hånd),SV8,diana-selv-med-falk-paa-haand,derived,"Diana selv med Falk paa Haand,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2317,Sang. (For Lunet og det Skjønne).,SV8,for-lunet-og-det-skjoenne,derived,For Lunet og det Skjønne,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2321,"Til maleren Carl Bloch (Det var udstillingstiden på Charlottenborg,)",SV8,det-var-udstillingstiden-paa-charlottenborg,derived,Det var Udstillingstiden paa Charlottenborg;,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2322,Fyn og Schweiz (Odins ø med Palnatokes grav),SV8,odins-oe-med-palnatokes-grav,derived,Odins Ø med Palnatokes Grav,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2324,"Asylsang (Hør, spurven derude)",SV8,hoer-spurven-derude,derived,"Hør, Spurven derude,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2326,Med en del sparebøsser  (Hver dag læg hen som hjertets tavlepenge),SV8,hver-dag-laeg-hen-som-hjertets-tavlepenge,derived,Hver Dag læg hen som Hjertets Tavlepenge,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2328,Romance  (I aftensolens stråler skyen svømmer),SV8,i-aftensolens-straaler-skyen-svoemmer,derived,"I Aftensolens Straaler Skyen svømmer,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2329,Småvers 12 (Jeg er ej længer i ungdomstid),SV8,jeg-er-ei-laenger-i-ungdomstid,derived,"Jeg er ei længer i Ungdomstid,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2330,Vandrerens sang (Hvor stormen løfter højt sin stærke stemme),SV8,hvor-stormen-loefter-hoeit-sin-staerke-stemme,derived,"Hvor Stormen løfter høit sin stærke Stemme,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2331,Brev til fru Saabye (Min nådige frue! - De må vide),SV8,min-naadige-frue,derived,Min naadige Frue!,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2332,"Til hende (Du spurgte: ""Hvad er Deres bedste sang)",SV8,du-spurgte-hvad-er-deres-bedste-sang,derived,Du spurgte: »Hvad er Deres bedste Sang?,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2333,Den gang vi endnu  havde vår (Den gang vi endnu  havde vår),SV8,den-gang-vi-endnu-havde-vaar,derived,"Den Gang vi endnu havde Vaar,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2334,"Jeg fik et brev fra hende, som du ved (Jeg fik et brev fra hende, som du ved)",SV8,jeg-fik-et-brev-fra-hende-som-du-veed,derived,"Jeg fik et Brev fra hende, som Du veed,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2337,Den stille uge  (Den stille uges sørgetid),SV8,den-stille-uges-soergetid,derived,Den stille Uges Sørgetid,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2338,"Vise (Min ven, lad alt dig more Vise)",SV8,min-ven-lad-alt-dig-more,derived,"Min Ven, lad Alt Dig more!",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2340,"Brudefolkene  (På bane nu, på bane!)",SV8,paa-bane-nu-paa-bane,derived,"Paa Bane nu, paa Bane!",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2341,"Til Sophie Gade, født Hartmann (Min egen stærke dreng, min fine pige)",SV8,min-egen-staerke-dreng-min-fine-pige,derived,"Min egen stærke Dreng, min fine Pige,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2342,Ved årsskifter III (Det nye år kommer susende),SV8,det-nye-aar-kommer-susende,derived,Det nye Aar kommer susende,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2343,"Ved soldaternes hjemkomst i 1864 (Vor brave soldat, som så ærligt har strid)",SV8,vor-brave-soldat-som-saa-aerligt-har-stridt,derived,"Vor brave Soldat, som saa ærligt har stridt,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2345,På Genfersøen  (Hvor Alperne højt deres snekrone bær'),SV8,hvor-alperne-hoeit-deres-snekrone-baer,derived,Hvor Alperne høit deres Snekrone bær’,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2346,"I Rom  (Man gav mig marmorguder, oltids skatte)",SV8,man-gav-mig-marmorguder-oldtids-skatte,derived,"Man gav mig Marmorguder, Oldtids Skatte,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2347,Fra Quirinalhaven  (I syd er vintren vår og våren sommer),SV8,i-syd-er-vintren-vaar-og-vaaren-sommer,derived,"I Syd er Vintren Vaar og Vaaren Sommer,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2348,Min musa (Min musa nys),SV8,min-musa-nys,derived,Min Musa nys,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2349,Indskrift på rammen  (Dit danske sommerhjem ved skov og strand),SV8,dit-danske-sommerhjem-ved-skov-og-strand,derived,Dit danske Sommerhjem ved Skov og Strand,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2351,"Småvers 10 (Verden er falsk, verden er fæl)",SV8,verden-er-falsk-verden-er-fael,derived,"Verden er falsk, Verden er fæl,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2352,Småvers 13 (Dødsenglen flyver i slimet ham),SV8,doedsenglen-flyver-i-slimet-ham,derived,Dødsenglen flyver i slimet Ham,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2353,Småvers 14 (Et evigt liv tør jeg ikke kræve),SV8,et-evigt-liv-toer-jeg-ikke-kraeve,derived,"Et evigt Liv tør jeg ikke kræve,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2355,"Småvers 16 (Ved ham, for hvem at stenen brast for graven)",SV8,ved-ham-for-hvem-at-stenen-brast-for-graven,derived,"Ved ham, for hvem at Stenen brast for Graven,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2357,Småvers 18 (I rummets store uendelige),SV8,i-rummets-store-uendelige,derived,"I Rummets store Uendelige,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2358,Til H. S. 1  (Ind i den dunkle skov i tjørn og krat),SV8,ind-i-den-dunkle-skov-i-tjoern-og-krat,derived,Ind i den dunkle Skov i Tjørn og Krat,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2360,"Småvers 21 (Er fyren af adel, og pigen har penge)",SV8,er-fyren-af-adel-og-pigen-har-penge,derived,"Er Fyren af Adel, og Pigen har Penge,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2362,Granattræet (I våren er hver blomst en flamme),SV8,i-vaaren-er-hver-blomst-en-flamme,derived,"I Vaaren er hver Blomst en Flamme,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2363,Småvers 25 (Hvis du forstod mit hjertes suk),SV8,hvis-du-forstod-mit-hjertes-suk,derived,"Hvis Du forstod mit Hjertes Suk,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2364,"Småvers 25 (Hvis Thorvaldsen dig så, o, søde lykke)",SV8,hvis-thorvaldsen-dig-saae-o-soede-lykke,derived,"Hvis Thorvaldsen Dig saae, o, søde Lykke:",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2367,Småvers 28 (Friskt skyder hverdagslivet sine ranker),SV8,friskt-skyder-hverdagslivet-sine-ranker,derived,"Friskt skyder Hverdagslivet sine Ranker,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2368,Småvers 29 (Der er så øde på heden),SV8,der-er-saa-oede-paa-heden,derived,Der er saa øde paa Heden:,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2369,I Rom 1841 (Fra hjem og venner kommer ingen breve),SV8,fra-hjem-og-venner-komme-ingen-breve,derived,Fra Hjem og Venner komme ingen Breve;,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2371,Småvers 32 (Hvis højt i juletræets top),SV8,hvis-hoeit-i-juletraeets-top,derived,Hvis høit i Juletræets Top,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2372,Småvers 33 (I Orienten nattergalen),SV8,i-orienten-nattergalen,derived,I Orienten Nattergalen,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2373,Ved juletid i Nizza (Nu er det den dejlige juletid),SV8,nu-er-det-den-deilige-juletid,derived,"Nu er det den deilige Juletid,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2374,Improvisation (Når månen lyser over krat og buske septemberfred),SV8,naar-maanen-lyser-over-krat-og-buske-septemberfred,derived,"Naar Maanen lyser over Krat og Buske Septemberfred,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2375,Improviseret skåltale for etatsråd Melchior (En børneflok på fødselsdagen bad),SV8,en-boerneflok-paa-foedselsdagen-bad,derived,"En Børneflok paa Fødselsdagen bad,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2376,Norsk stil (Tag mig tusinde),SV8,tag-mig-tusinde,derived,Tag mig Tusinde!,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2378,"Paris (Paris, hvor er du dog lystig og glad)",SV8,paris-hvor-er-du-dog-lystig-og-glad,derived,"Paris, hvor er Du dog lystig og glad,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2379,Ved borgen Ravenswood i Skotland (Hvor klippen springer i søen ud),SV8,hvor-klippen-springer-i-soeen-ud,derived,Hvor Klippen springer i Søen ud,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2381,Til den lille Marie (Du er vel ikke et år endnu),SV8,du-er-vel-ikke-et-aar-endnu,derived,"Du er vel ikke et Aar endnu,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2382,"Fra min rejse i foråret 1872 (Vi kom fra kejserstaden,)",SV8,vi-kom-fra-keiserstaden,derived,"Vi kom fra Keiserstaden,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2384,Med et halsbånd (Lille og nysselig!),SV8,lille-og-nysselig,derived,Lille og nysselig!,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2385,Med en kurv (En kurv kan man bruge mod Amors rænker),SV8,en-kurv-kan-man-bruge-mod-amors-raenker,derived,En Kurv kan man bruge mod Amors Rænker.,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2386,"Med en brystnål i form af en flue (Fluer i hovedet, ja det er slemt)",SV8,fluer-i-hovedet-ja-det-er-slemt,derived,"Fluer i Hovedet, ja, det er slemt!",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2388,Med en dukke (Hos dig forvandles alt til engel),SV8,hos-dig-forvandles-alt-til-engel,derived,Hos Dig forvandles Alt til Engel.,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2389,Med en pengegris (Her er en yndig junker),SV8,her-er-en-yndig-junker,derived,Her er en yndig Junker;,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2390,Med en trompet (På jorden og alle planeter),SV8,paa-jorden-og-alle-planeter,derived,Paa Jorden og alle Planeter,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2392,"Med J. L. Heibergs ""Urania"" (Her har du Heibergs Urania, hun er så pyntet, hun)",SV8,her-har-du-heibergs-urania-hun-er-saa-pyntet-hun,derived,"Her har Du Heibergs Urania, hun er saa pyntet, hun;",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2393,Med en jagtkniv (Det dundrer under hestens hov),SV8,det-dundrer-under-hestens-hov,derived,Det dundrer under Hestens Hov,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2394,Med et hefte af mine eventyr (Den lille dreng på det gule bind),SV8,den-lille-dreng-paa-det-gule-bind,derived,"Den lille Dreng paa det gule Bind,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2395,"Med et blomstrende rosentræ  (Modtag et træ, der fuldt med roser gror)",SV8,modtag-et-trae-der-fuldt-med-roser-groer,derived,"Modtag et Træ, der fuldt med Roser groer,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2396,Med Gellerts fabler (På menneskets ord slå dig ej til ro),SV8,paa-menneskets-ord-slaa-dig-ei-til-ro,derived,Paa Menneskets Ord slaa Dig ei til Ro!,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2397,Med et kobberstykke (Som englene det jordiske bortbære),SV8,som-englene-det-jordiske-bortbaere,derived,Som Englene det Jordiske bortbære,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2399,Med et bundt cigarer (Da en syndflods vande),SV8,da-en-syndflods-vande,derived,Da en Syndflods Vande,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2402,Med en dukke (Dukken her er ingen dukke),SV8,dukken-her-er-ingen-dukke,derived,"Dukken her er ingen Dukke,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2403,Med en pibe (I ægtestandens søde fryd),SV8,i-aegtestandens-soede-fryd,derived,I Ægtestandens søde Fryd,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2406,Med Thorvaldsens statue (Slå du med ånd og tale),SV8,slaa-du-med-aand-og-tale,derived,"Slaa Du med Aand og Tale,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2407,Med en flaske duftende vand (Da en gang blomsterne dig så),SV8,da-en-gang-blomsterne-dig-saae,derived,Da en Gang Blomsterne Dig saae,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2408,Med en spåkvinde (Alverden jeg gavner),SV8,alverden-jeg-gavner,derived,Alverden jeg gavner,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2409,"Med en ""Gliedermann""  (Jeg var en gang på den grønne gren)",SV8,jeg-var-en-gang-paa-den-groenne-green,derived,"Jeg var en Gang paa den grønne Green,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2410,Med en lysestage (Når efter år og dage),SV8,naar-efter-aar-og-dage,derived,Naar efter Aar og Dage,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2411,Med en papirtrykker med blomster (Ved denne du i verden huske må),SV8,ved-denne-du-i-verden-huske-maa,derived,Ved denne Du i Verden huske maa:,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2412,Med et cigarfoderal (På jagten smager en cigar),SV8,paa-jagten-smager-en-cigar,derived,"Paa Jagten smager en Cigar,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2415,Med to vaser (Uden devise og uden fraser),SV8,uden-devise-og-uden-fraser,derived,Uden Devise og uden Fraser,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2416,Med en krave (Den tør du eje),SV8,den-toer-du-eje,derived,Den tør Du eje,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2417,"Med et landskab fra Italien (Italien, blomstrende mandelstav)",SV8,italien-blomstrende-mandelstav,derived,"Italien, blomstrende Mandelstav!",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2419,"Med en blomstervase (Gaven her er nydelig,)",SV8,gaven-her-er-nydelig,derived,"Gaven her er nydelig, ",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2420,Med en hund i sæbe (Den hverken bjæffer eller brummer),SV8,den-hverken-bjaeffer-eller-brummer,derived,Den hverken bjæffer eller brummer;,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2421,"Med en tobakspung (Uden snakken, uden takken)",SV8,uden-snakken-uden-takken,derived,"Uden Snakken, uden Takken,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2422,Med en ring fra en ægtemand til hans hustru (Det røde guld betyder elskovs tro),SV8,det-roede-guld-betyder-elskovs-tro,derived,"Det røde Guld betyder Elskovs Tro,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2424,"Med en lysestage (Sæt dig i stagen, men ikke for kroget!)",SV8,saet-dig-i-stagen-men-ikke-for-kroget,derived,"Sæt Dig i Stagen, men ikke for kroget!",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2426,"Med visitkort (Et mindeblad - det sted, du har beæret)",SV8,et-mindeblad-det-sted-du-har-beaeret,derived,"Et Mindeblad – det Sted, Du har beæret,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2428,"Med en kurv med æg (I kurven, på ballet, i dans og i leg)",SV8,i-kurven-paa-ballet-i-dands-og-i-leg,derived,"I Kurven, paa Ballet, i Dands og i Leg",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2429,Med et billede (Et  kobberstykke skal du få),SV8,et-kobberstykke-skal-du-faae,derived,"Et Kobberstykke skal Du faae,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2431,Med papir (Her er papir til mange breve),SV8,her-er-papir-til-mange-breve,derived,Her er Papir til mange Breve.,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2432,Med et par handsker (Hille den sorte jøde),SV8,hille-den-sorte-joede,derived,Hille den sorte Jøde!,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2433,Med eau de cologne (Når du med dette dig befugter),SV8,naar-du-med-dette-dig-befugter,derived,"Naar Du med dette Dig befugter,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2434,"Med en broderet skærm  (I stykket her, vil dig dit hjerte sige)",SV8,i-stykket-her-vil-dig-dit-hjerte-sige,derived,"I Stykket her, vil Dig dit Hjerte sige,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2436,Med et billede af Rosenborg have (Der sidder en amme ved Rosenborg slot),SV8,der-sidder-en-amme-ved-rosenborg-slot,derived,Der sidder en Amme ved Rosenborg Slot;,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2437,"Med en hund (Her er en hund, og den er stor)",SV8,her-er-en-hund-og-den-er-stor,derived,"Her er en Hund, og den er stor,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2438,Med H. P. Holsts: Den lille Hornblæser (I kampens stund han blæste kækt),SV8,i-kampens-stund-han-blaeste-kjaekt,derived,I Kampens Stund han blæste kjækt,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2442,"Med mine ""Digte gamle og nye"" (Mit hele blomster-mosaik)",SV8,mit-hele-blomster-mosaik,derived,Mit hele Blomster-Mosaik,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2443,"Med forskellige presenter  (Jeg kommer, frøken Anna, med en flaske af min lugt)",SV8,jeg-kommer-froeken-anna-med-en-flaske-af-min-lugt,derived,"Jeg kommer, Frøken Anna, med en Flaske af min Lugt,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2445,"Maskeradevers, uddelt af en spåkvinde 1  (Gamle Gunhild fra ""Barselstuen"")",SV8,gamle-gunhild-fra-barselstuen,derived,"Gamle Gunhild fra »Barselstuen,«",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2446,"Maskeradevers, uddelt af en spåkvinde  2  (Tro på ingen, ej dig selv)",SV8,tro-paa-ingen-ei-dig-selv,derived,"Tro paa Ingen, ei Dig selv,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2447,"Maske radevers, uddelt af en spåkvinde  3  (Klæd dig ikke i rødt, ikke heller i blåt)",SV8,klaed-dig-ikke-i-roedt-ikke-heller-i-blaat,derived,"Klæd Dig ikke i Rødt, ikke heller i Blaat,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2450,"Maskeradevers, uddelt af en spåkvinde  6 (Natten lang)",SV8,natten-lang,derived,»Natten lang,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2451,"Maskeradevers, uddelt af en spåkvinde  7 (Nu er du på maskerade)",SV8,nu-er-du-paa-maskerade,derived,"Nu er Du paa Maskerade,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2452,"Maskeradevers, uddelt af en spåkvinde  8 (Du er poet)",SV8,du-er-poet,derived,"Du er Poet,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2455,"Maske radevers, uddelt af en spåkvinde  11 (Mig gamle spørger du unge)",SV8,mig-gamle-spoerger-du-unge,derived,"Mig Gamle spørger Du Unge,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2457,"Maske radevers, uddelt af en spåkvinde  13 (Når våren rider sommer i by)",SV8,naar-vaaren-rider-sommer-i-by,derived,"Naar Vaaren rider Sommer i By,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2458,"Maskeradevers, uddelt af en spåkvinde 14 (Jeg føler dit lille hjerte dikke)",SV8,jeg-foeler-dit-lille-hjerte-dikke,derived,Jeg føler dit lille Hjerte dikke –!,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2459,"Maske radevers, uddelt af en spåkvinde  15 (Når skoven bliver grøn,)",SV8,naar-skoven-bliver-groen,derived,"Naar Skoven bliver grøn,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2464,Q. Qvæde (Hvad ej et solkys folder ud),SV8,hvad-ei-et-solkys-folder-ud,derived,"Hvad ei et Solkys folder ud,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2465,"Stambogsblade I  (Til mig du kom som lille, barnligglad)",SV8,til-mig-du-kom-som-lille-barnlig-glad,derived,"Til mig Du kom som Lille, barnlig-glad.",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,prefix,candidate
2466,Stambogsblade II  (Fra Vesterhavets lande),SV8,fra-vesterhavets-lande,derived,Fra Vesterhavets Lande,firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2473,Stambogsblade VI Musikdirektør W. Rübner (Din vuggegænge blev sat i gang),SV8,din-vuggegaenge-blev-sat-i-gang,derived,"Din Vuggegænge blev sat i Gang,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2474,Stambogsblade VII Sangeren P. Schram (Lunets lystige skalmeje),SV8,lunets-lystige-skalmeie,derived,"Lunets lystige Skalmeie,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2475,"Stambogsblade VIII Komponisten Hägg (Flyv mod syd, drik solskin og folkelig sang)",SV8,flyv-mod-syd-drik-solskin-og-folkelig-sang,derived,"Flyv mod Syd, drik Solskin og folkelig Sang,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
2476,Stambogsblade IX Fru O'Neill (Lad dig i smerten selve smerten sige),SV8,lad-dig-i-smerten-selve-smerten-sige,derived,"Lad Dig i Smerten selve Smerten sige,",firstline2024-09-22/Andersen 8 - Digte II_w_notes_2024-06-23_Rebecca.xml,exact,candidate
